"Background_t123"	"Background_t21"	"Alternate_t123"	"Alternate_t23"	"File"	"Windows"	"Stat"	"Stat.Mean"	"Stat.SD"	"Dpos"	"DposAlternate"	"DposOutlier"	"OutlierAlternate"	"OutlierAlternatePC"	"ModelType"
"0.4"	"0.2"	"1.0"	"0.4"	"Alternate_t123-1.0_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fdD0"	16.8599479300237	16.6498901358609	5480	979	1000	650	65	"Ancestral structure"
"0.4"	"0.2"	"1.2"	"0.4"	"Alternate_t123-1.2_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"D"	8.6710059440678	51.6683315514794	5487	986	1000	719	71.9	"Ancestral structure"
"0.4"	"0.2"	"1.2"	"0.4"	"Alternate_t123-1.2_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fGD0"	Inf	NA	5487	986	1000	670	67	"Ancestral structure"
"0.4"	"0.2"	"1.2"	"0.4"	"Alternate_t123-1.2_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fhomD0"	25.5723899800784	31.2911459734691	5487	986	1000	738	73.8	"Ancestral structure"
"0.4"	"0.2"	"1.2"	"0.4"	"Alternate_t123-1.2_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fdD0"	17.8696960659595	18.1144681831234	5487	986	1000	720	72	"Ancestral structure"
"0.4"	"0.2"	"1.4"	"0.4"	"Alternate_t123-1.4_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"D"	9.21249068380316	52.2487768836878	5498	997	1000	781	78.1	"Ancestral structure"
"0.4"	"0.2"	"1.4"	"0.4"	"Alternate_t123-1.4_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fGD0"	Inf	NA	5498	997	1000	719	71.9	"Ancestral structure"
"0.4"	"0.2"	"1.4"	"0.4"	"Alternate_t123-1.4_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fhomD0"	26.6758175695326	32.3113555769502	5498	997	1000	807	80.7	"Ancestral structure"
"0.4"	"0.2"	"1.4"	"0.4"	"Alternate_t123-1.4_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fdD0"	18.8840919381411	19.3938646215033	5498	997	1000	790	79	"Ancestral structure"
"0.4"	"0.2"	"1.6"	"0.4"	"Alternate_t123-1.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"D"	9.41343189730083	52.5217024956683	5499	998	1000	808	80.8	"Ancestral structure"
"0.4"	"0.2"	"1.6"	"0.4"	"Alternate_t123-1.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fGD0"	Inf	NA	5499	998	1000	738	73.8	"Ancestral structure"
"0.4"	"0.2"	"1.6"	"0.4"	"Alternate_t123-1.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fhomD0"	27.2580328411147	32.9648195448754	5499	998	1000	828	82.8	"Ancestral structure"
"0.4"	"0.2"	"1.6"	"0.4"	"Alternate_t123-1.6_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fdD0"	19.5660647923222	20.4836664424782	5499	998	1000	827	82.7	"Ancestral structure"
"0.4"	"0.2"	"1.8"	"0.4"	"Alternate_t123-1.8_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"D"	9.61735452549644	52.7743810016425	5500	999	1000	844	84.4	"Ancestral structure"
"0.4"	"0.2"	"1.8"	"0.4"	"Alternate_t123-1.8_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fGD0"	Inf	NA	5500	999	1000	778	77.8	"Ancestral structure"
"0.4"	"0.2"	"1.8"	"0.4"	"Alternate_t123-1.8_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fhomD0"	27.8063639476891	33.6068840839971	5500	999	1000	864	86.4	"Ancestral structure"
"0.4"	"0.2"	"1.8"	"0.4"	"Alternate_t123-1.8_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fdD0"	20.2610857389291	21.5819087185207	5500	999	1000	857	85.7	"Ancestral structure"
"0.4"	"0.2"	"2.0"	"0.4"	"Alternate_t123-2.0_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"D"	9.74475027857457	52.9488081147991	5501	1000	1000	863	86.3	"Ancestral structure"
"0.4"	"0.2"	"2.0"	"0.4"	"Alternate_t123-2.0_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fGD0"	Inf	NA	5501	1000	1000	803	80.3	"Ancestral structure"
"0.4"	"0.2"	"2.0"	"0.4"	"Alternate_t123-2.0_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fhomD0"	28.4367381098509	34.3148650244258	5501	1000	1000	891	89.1	"Ancestral structure"
"0.4"	"0.2"	"2.0"	"0.4"	"Alternate_t123-2.0_t23-0.4.Background_t123-0.4_t21-0.2.10000.sg.csv"	10000	"fdD0"	20.9809971070969	22.659223779299	5501	1000	1000	893	89.3	"Ancestral structure"
"0.6"	"0.2"	"0.8"	"0.6"	"Alternate_t123-0.8_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"D"	3.65840416222353	51.594138518517	5257	771	1000	329	32.9	"Ancestral structure"
"0.6"	"0.2"	"0.8"	"0.6"	"Alternate_t123-0.8_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fGD0"	12.9896400045558	103.131924994272	5257	771	1000	440	44	"Ancestral structure"
"0.6"	"0.2"	"0.8"	"0.6"	"Alternate_t123-0.8_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fhomD0"	12.9340239495967	14.7648709688257	5257	771	1000	450	45	"Ancestral structure"
"0.6"	"0.2"	"0.8"	"0.6"	"Alternate_t123-0.8_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fdD0"	8.84567815276203	10.1402733598218	5257	771	1000	408	40.8	"Ancestral structure"
"0.6"	"0.2"	"1.0"	"0.6"	"Alternate_t123-1.0_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"D"	6.17646073810009	52.775701363845	5398	912	1000	490	49	"Ancestral structure"
"0.6"	"0.2"	"1.0"	"0.6"	"Alternate_t123-1.0_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fGD0"	Inf	NA	5398	912	1000	615	61.5	"Ancestral structure"
"0.6"	"0.2"	"1.0"	"0.6"	"Alternate_t123-1.0_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fhomD0"	15.0950557039589	17.5217826608035	5398	912	1000	637	63.7	"Ancestral structure"
"0.6"	"0.2"	"1.0"	"0.6"	"Alternate_t123-1.0_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fdD0"	10.3634051542775	12.170327632221	5398	912	1000	586	58.6	"Ancestral structure"
"0.6"	"0.2"	"1.2"	"0.6"	"Alternate_t123-1.2_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"D"	7.61915873117957	53.7513859649262	5457	971	1000	603	60.3	"Ancestral structure"
"0.6"	"0.2"	"1.2"	"0.6"	"Alternate_t123-1.2_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fGD0"	16.8146245512828	102.160721085735	5457	971	1000	724	72.4	"Ancestral structure"
"0.6"	"0.2"	"1.2"	"0.6"	"Alternate_t123-1.2_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fhomD0"	16.6148698234085	19.4447191574153	5457	971	1000	753	75.3	"Ancestral structure"
"0.6"	"0.2"	"1.2"	"0.6"	"Alternate_t123-1.2_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fdD0"	11.5621758143119	13.7999591955364	5457	971	1000	703	70.3	"Ancestral structure"
"0.6"	"0.2"	"1.4"	"0.6"	"Alternate_t123-1.4_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"D"	8.34777671562811	54.4528354121997	5471	985	1000	664	66.4	"Ancestral structure"
"0.6"	"0.2"	"1.4"	"0.6"	"Alternate_t123-1.4_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fGD0"	17.8919222525151	102.331216066365	5471	985	1000	784	78.4	"Ancestral structure"
"0.6"	"0.2"	"1.4"	"0.6"	"Alternate_t123-1.4_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fhomD0"	17.769432982718	21.0909950593086	5471	985	1000	815	81.5	"Ancestral structure"
"0.6"	"0.2"	"1.4"	"0.6"	"Alternate_t123-1.4_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fdD0"	12.5130845130744	15.2142377937452	5471	985	1000	767	76.7	"Ancestral structure"
"0.6"	"0.2"	"1.6"	"0.6"	"Alternate_t123-1.6_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"D"	8.80874825989337	54.9147177977169	5483	997	1000	710	71	"Ancestral structure"
"0.6"	"0.2"	"1.6"	"0.6"	"Alternate_t123-1.6_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fGD0"	18.8486849000091	102.533602420092	5483	997	1000	845	84.5	"Ancestral structure"
"0.6"	"0.2"	"1.6"	"0.6"	"Alternate_t123-1.6_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fhomD0"	18.7492612714937	22.4963526554581	5483	997	1000	870	87	"Ancestral structure"
"0.6"	"0.2"	"1.6"	"0.6"	"Alternate_t123-1.6_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fdD0"	13.3757453424567	16.513879818875	5483	997	1000	837	83.7	"Ancestral structure"
"0.6"	"0.2"	"1.8"	"0.6"	"Alternate_t123-1.8_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"D"	9.08211606605928	55.2468085017248	5485	999	1000	752	75.2	"Ancestral structure"
"0.6"	"0.2"	"1.8"	"0.6"	"Alternate_t123-1.8_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fGD0"	19.7407823893801	102.873475882607	5485	999	1000	874	87.4	"Ancestral structure"
"0.6"	"0.2"	"1.8"	"0.6"	"Alternate_t123-1.8_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fhomD0"	19.6584156162844	24.0405284422676	5485	999	1000	893	89.3	"Ancestral structure"
"0.6"	"0.2"	"1.8"	"0.6"	"Alternate_t123-1.8_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fdD0"	14.2953149797356	18.1165514380455	5485	999	1000	875	87.5	"Ancestral structure"
"0.6"	"0.2"	"2.0"	"0.6"	"Alternate_t123-2.0_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"D"	9.28132803828706	55.4843502806037	5486	1000	1000	774	77.4	"Ancestral structure"
"0.6"	"0.2"	"2.0"	"0.6"	"Alternate_t123-2.0_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fGD0"	20.2742618501185	103.052513695409	5486	1000	1000	893	89.3	"Ancestral structure"
"0.6"	"0.2"	"2.0"	"0.6"	"Alternate_t123-2.0_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fhomD0"	20.2147386240467	24.846842017539	5486	1000	1000	918	91.8	"Ancestral structure"
"0.6"	"0.2"	"2.0"	"0.6"	"Alternate_t123-2.0_t23-0.6.Background_t123-0.6_t21-0.2.10000.sg.csv"	10000	"fdD0"	14.8758916225684	19.0058920981409	5486	1000	1000	904	90.4	"Ancestral structure"
"0.6"	"0.4"	"0.4"	"0.2"	"Alternate_t123-0.4_t23-0.2.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"D"	4.2913727537179	53.9354014914906	5368	846	1000	259	25.9	"gene flow P2-P3"
"0.6"	"0.4"	"0.4"	"0.2"	"Alternate_t123-0.4_t23-0.2.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fGD0"	Inf	NA	5368	846	1000	582	58.2	"gene flow P2-P3"
"0.6"	"0.4"	"0.4"	"0.2"	"Alternate_t123-0.4_t23-0.2.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fhomD0"	20.7199458712407	21.2468911082289	5368	846	1000	575	57.5	"gene flow P2-P3"
"0.6"	"0.4"	"0.4"	"0.2"	"Alternate_t123-0.4_t23-0.2.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fdD0"	13.4132256839605	14.7162909838777	5368	846	1000	552	55.2	"gene flow P2-P3"
"0.6"	"0.4"	"0.6"	"0.2"	"Alternate_t123-0.6_t23-0.2.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"D"	6.60975362625426	55.5382470849513	5482	960	1000	437	43.7	"gene flow P3-P2"
"0.6"	"0.4"	"0.6"	"0.2"	"Alternate_t123-0.6_t23-0.2.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fGD0"	Inf	NA	5482	960	1000	741	74.1	"gene flow P3-P2"
"0.6"	"0.4"	"0.6"	"0.2"	"Alternate_t123-0.6_t23-0.2.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fhomD0"	23.173527299243	24.0580317927428	5482	960	1000	748	74.8	"gene flow P3-P2"
"0.6"	"0.4"	"0.6"	"0.2"	"Alternate_t123-0.6_t23-0.2.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fdD0"	15.4175377070923	17.4451102638996	5482	960	1000	714	71.4	"gene flow P3-P2"
"0.6"	"0.4"	"0.8"	"0.6"	"Alternate_t123-0.8_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"D"	3.70085136197223	54.4919353487215	5293	771	1000	294	29.4	"Ancestral structure"
"0.6"	"0.4"	"0.8"	"0.6"	"Alternate_t123-0.8_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fGD0"	Inf	NA	5293	771	1000	341	34.1	"Ancestral structure"
"0.6"	"0.4"	"0.8"	"0.6"	"Alternate_t123-0.8_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fhomD0"	17.3655289650765	16.2457930315296	5293	771	1000	356	35.6	"Ancestral structure"
"0.6"	"0.4"	"0.8"	"0.6"	"Alternate_t123-0.8_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fdD0"	11.0984822496373	11.0460900344233	5293	771	1000	331	33.1	"Ancestral structure"
"0.6"	"0.4"	"1.0"	"0.6"	"Alternate_t123-1.0_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"D"	6.21537912983455	55.6085702841714	5434	912	1000	463	46.3	"Ancestral structure"
"0.6"	"0.4"	"1.0"	"0.6"	"Alternate_t123-1.0_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fGD0"	Inf	NA	5434	912	1000	522	52.2	"Ancestral structure"
"0.6"	"0.4"	"1.0"	"0.6"	"Alternate_t123-1.0_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fhomD0"	19.3972564591627	18.2523063058942	5434	912	1000	536	53.6	"Ancestral structure"
"0.6"	"0.4"	"1.0"	"0.6"	"Alternate_t123-1.0_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fdD0"	12.547699200887	12.6505016834718	5434	912	1000	512	51.2	"Ancestral structure"
"0.6"	"0.4"	"1.2"	"0.6"	"Alternate_t123-1.2_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"D"	7.65605532392473	56.5331320569042	5493	971	1000	577	57.7	"Ancestral structure"
"0.6"	"0.4"	"1.2"	"0.6"	"Alternate_t123-1.2_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fGD0"	Inf	NA	5493	971	1000	623	62.3	"Ancestral structure"
"0.6"	"0.4"	"1.2"	"0.6"	"Alternate_t123-1.2_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fhomD0"	20.8609003341453	19.7697185238892	5493	971	1000	656	65.6	"Ancestral structure"
"0.6"	"0.4"	"1.2"	"0.6"	"Alternate_t123-1.2_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fdD0"	13.71515193858	14.0308277296104	5493	971	1000	639	63.9	"Ancestral structure"
"0.6"	"0.4"	"1.4"	"0.6"	"Alternate_t123-1.4_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"D"	8.38365222210878	57.1990863621479	5507	985	1000	649	64.9	"Ancestral structure"
"0.6"	"0.4"	"1.4"	"0.6"	"Alternate_t123-1.4_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fGD0"	Inf	NA	5507	985	1000	693	69.3	"Ancestral structure"
"0.6"	"0.4"	"1.4"	"0.6"	"Alternate_t123-1.4_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fhomD0"	21.9971216193154	21.1528453791401	5507	985	1000	726	72.6	"Ancestral structure"
"0.6"	"0.4"	"1.4"	"0.6"	"Alternate_t123-1.4_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fdD0"	14.6543711218431	15.2830980799946	5507	985	1000	707	70.7	"Ancestral structure"
"0.6"	"0.4"	"1.6"	"0.6"	"Alternate_t123-1.6_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"D"	8.8439777602059	57.6380680931305	5519	997	1000	701	70.1	"Ancestral structure"
"0.6"	"0.4"	"1.6"	"0.6"	"Alternate_t123-1.6_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fGD0"	Inf	NA	5519	997	1000	746	74.6	"Ancestral structure"
"0.6"	"0.4"	"1.6"	"0.6"	"Alternate_t123-1.6_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fhomD0"	22.961366273006	22.3634522196326	5519	997	1000	786	78.6	"Ancestral structure"
"0.6"	"0.4"	"1.6"	"0.6"	"Alternate_t123-1.6_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fdD0"	15.506749085039	16.4586291018985	5519	997	1000	773	77.3	"Ancestral structure"
"0.6"	"0.4"	"1.8"	"0.6"	"Alternate_t123-1.8_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"D"	9.11696246834515	57.9539481597213	5521	999	1000	753	75.3	"Ancestral structure"
"0.6"	"0.4"	"1.8"	"0.6"	"Alternate_t123-1.8_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fGD0"	Inf	NA	5521	999	1000	800	80	"Ancestral structure"
"0.6"	"0.4"	"1.8"	"0.6"	"Alternate_t123-1.8_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fhomD0"	23.8630665757001	23.7470590548595	5521	999	1000	835	83.5	"Ancestral structure"
"0.6"	"0.4"	"1.8"	"0.6"	"Alternate_t123-1.8_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fdD0"	16.4195506191324	17.9482742189006	5521	999	1000	827	82.7	"Ancestral structure"
"0.6"	"0.4"	"2.0"	"0.6"	"Alternate_t123-2.0_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"D"	9.31589526463587	58.1800026518206	5522	1000	1000	782	78.2	"Ancestral structure"
"0.6"	"0.4"	"2.0"	"0.6"	"Alternate_t123-2.0_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fGD0"	Inf	NA	5522	1000	1000	829	82.9	"Ancestral structure"
"0.6"	"0.4"	"2.0"	"0.6"	"Alternate_t123-2.0_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fhomD0"	24.4150012677725	24.4631210461348	5522	1000	1000	869	86.9	"Ancestral structure"
"0.6"	"0.4"	"2.0"	"0.6"	"Alternate_t123-2.0_t23-0.6.Background_t123-0.6_t21-0.4.10000.sg.csv"	10000	"fdD0"	16.995957603084	18.7748073709151	5522	1000	1000	862	86.2	"Ancestral structure"
"0.8"	"0.2"	"1.0"	"0.8"	"Alternate_t123-1.0_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"D"	3.58113992084187	53.1684724937294	5252	750	1000	276	27.6	"Ancestral structure"
"0.8"	"0.2"	"1.0"	"0.8"	"Alternate_t123-1.0_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"fGD0"	9.09823869475628	13.2956421612077	5252	750	1000	480	48	"Ancestral structure"
"0.8"	"0.2"	"1.0"	"0.8"	"Alternate_t123-1.0_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"fhomD0"	8.35162988206397	11.500429692193	5252	750	1000	490	49	"Ancestral structure"
"0.8"	"0.2"	"1.0"	"0.8"	"Alternate_t123-1.0_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"fdD0"	5.84036041944212	7.86838819476108	5252	750	1000	431	43.1	"Ancestral structure"
"0.8"	"0.2"	"1.2"	"0.8"	"Alternate_t123-1.2_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"D"	6.12615507200642	54.2175137774369	5410	908	1000	421	42.1	"Ancestral structure"
"0.8"	"0.2"	"1.2"	"0.8"	"Alternate_t123-1.2_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"fGD0"	11.3359808802884	16.4838021190529	5410	908	1000	692	69.2	"Ancestral structure"
"0.8"	"0.2"	"1.2"	"0.8"	"Alternate_t123-1.2_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"fhomD0"	10.5061359821091	14.8530891255483	5410	908	1000	698	69.8	"Ancestral structure"
"0.8"	"0.2"	"1.2"	"0.8"	"Alternate_t123-1.2_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"fdD0"	7.22686162308133	9.98902695200948	5410	908	1000	644	64.4	"Ancestral structure"
"0.8"	"0.2"	"1.4"	"0.8"	"Alternate_t123-1.4_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"D"	7.56194981209777	55.166239172447	5461	959	1000	535	53.5	"Ancestral structure"
"0.8"	"0.2"	"1.4"	"0.8"	"Alternate_t123-1.4_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"fGD0"	12.6198241802783	18.146200201058	5461	959	1000	784	78.4	"Ancestral structure"
"0.8"	"0.2"	"1.4"	"0.8"	"Alternate_t123-1.4_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"fhomD0"	11.7803879441293	16.6337446253898	5461	959	1000	795	79.5	"Ancestral structure"
"0.8"	"0.2"	"1.4"	"0.8"	"Alternate_t123-1.4_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"fdD0"	8.19936731322652	11.4108787007932	5461	959	1000	746	74.6	"Ancestral structure"
"0.8"	"0.2"	"1.6"	"0.8"	"Alternate_t123-1.6_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"D"	8.51329843229511	55.9829922383512	5489	987	1000	604	60.4	"Ancestral structure"
"0.8"	"0.2"	"1.6"	"0.8"	"Alternate_t123-1.6_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"fGD0"	14.1366835890745	20.4578473537888	5489	987	1000	862	86.2	"Ancestral structure"
"0.8"	"0.2"	"1.6"	"0.8"	"Alternate_t123-1.6_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"fhomD0"	13.2489244806759	18.9493741170006	5489	987	1000	874	87.4	"Ancestral structure"
"0.8"	"0.2"	"1.6"	"0.8"	"Alternate_t123-1.6_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"fdD0"	9.31330874318091	13.2421144325895	5489	987	1000	828	82.8	"Ancestral structure"
"0.8"	"0.2"	"1.8"	"0.8"	"Alternate_t123-1.8_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"D"	8.89075796330896	56.3734002553546	5493	991	1000	653	65.3	"Ancestral structure"
"0.8"	"0.2"	"1.8"	"0.8"	"Alternate_t123-1.8_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"fGD0"	15.0633365985127	21.9935646600253	5493	991	1000	897	89.7	"Ancestral structure"
"0.8"	"0.2"	"1.8"	"0.8"	"Alternate_t123-1.8_t23-0.8.Background_t123-0.8_t21-0.2.10000.sg.csv"	10000	"fhomD0"	14.1921422725469	20.5931938615715	5493	991	1000	904	90.4	"Ancestral structure"
