scaffold,position,start,end,midpoint,sites,sitesOverMinExD,S,P1P2_dxy,P1P3_dxy,P1O_dxy,P2P3_dxy,P2O_dxy,P3O_dxy,ABBA,BABA,D,f,mf
BD_walk,62500.0,60000,65000,62500,4980,4748,875,0.0081,0.0156,0.0402,0.0129,0.0374,0.0369,5.49061802455,2.81686740451,0.321848367098,0.196324246914,0.115228928648
BD_walk,63500.0,61000,66000,63500,4460,3947,737,0.0083,0.0163,0.0417,0.0131,0.0369,0.0366,4.8533296131,2.38958333333,0.340159587446,0.206243511415,0.127635909321
BD_walk,64500.0,62000,67000,64500,4446,3866,639,0.0097,0.0156,0.0381,0.0122,0.0349,0.0308,4.6716889881,2.57443576389,0.289431012574,0.331597953229,0.150407116841
BD_walk,65500.0,63000,68000,65500,4454,3867,661,0.0092,0.0217,0.0412,0.0178,0.0382,0.0383,4.62611607143,4.3328062996,0.0327394032092,0.0135092086368,0.00969034527783
BD_walk,66500.0,64000,69000,66500,4454,3729,639,0.0095,0.025,0.0385,0.0232,0.0365,0.0351,1.92960999504,4.81208147321,-0.427559091327,-0.117405712203,-0.0841634764892
BD_walk,67500.0,65000,70000,67500,4458,3707,695,0.0082,0.0323,0.042,0.0312,0.0424,0.0409,0.854817708333,4.98232886905,-0.70711110403,-0.128666159748,-0.0906910989115
BD_walk,68500.0,66000,71000,68500,4970,4506,826,0.0093,0.0286,0.0363,0.0294,0.0402,0.0375,1.49956597222,5.69691220238,-0.583250046526,-0.109209187312,-0.0726398562801
BD_walk,69500.0,67000,72000,69500,4978,4566,881,0.011,0.0316,0.0382,0.032,0.041,0.0375,3.00347222222,5.64053199405,-0.305073864594,-0.0696462852012,-0.0432138031373
BD_walk,70500.0,68000,73000,70500,4979,4691,924,0.0135,0.0291,0.0351,0.0315,0.0381,0.0318,4.462890625,4.59526909722,-0.0146142788692,-0.00413678878235,-0.00214234320268
BD_walk,71500.0,69000,74000,71500,4966,4827,956,0.015,0.0281,0.0342,0.0321,0.0389,0.0306,4.060546875,4.95681423611,-0.0993935309973,-0.0314271377411,-0.0157891763682
BD_walk,72500.0,70000,75000,72500,4970,4891,880,0.0152,0.0224,0.0285,0.0246,0.0317,0.0253,5.826171875,4.83962673611,0.0924961341255,0.0416700712982,0.0209601883983
BD_walk,73500.0,71000,76000,73500,4951,4731,867,0.0172,0.0248,0.0302,0.0268,0.032,0.0279,6.28656684028,5.36469184028,0.0791223528097,0.0399789403376,0.0198835732474
BD_walk,74500.0,72000,77000,74500,4363,4125,755,0.017,0.0225,0.0282,0.0254,0.0308,0.0304,5.44078104332,6.51095920139,-0.0895416178864,-0.0468986411671,-0.0247858102531
BD_walk,75500.0,73000,78000,75500,4355,4027,756,0.0215,0.0258,0.0331,0.0213,0.0349,0.0342,11.6673125413,6.52455873843,0.282695151248,0.237787364903,0.14968306036
BD_walk,76500.0,74000,79000,76500,4365,3965,769,0.0227,0.027,0.0382,0.0192,0.0384,0.0402,13.9528408151,6.5031177662,0.364183522337,0.329523678749,0.207008338083
BD_walk,77500.0,75000,80000,77500,4365,3967,808,0.0233,0.0278,0.0415,0.0206,0.041,0.0425,12.6007086537,5.82806893808,0.367503470151,0.264563436993,0.174873715323
BD_walk,78500.0,76000,81000,78500,4094,3693,767,0.0201,0.027,0.0424,0.0194,0.0407,0.0426,13.0105393829,4.51177119502,0.485025542154,0.354138610539,0.276160625309
BD_walk,79500.0,77000,82000,79500,4646,3974,783,0.0171,0.0264,0.0453,0.0198,0.0429,0.0419,14.5240893167,2.95553359582,0.661830966193,0.402548484383,0.351107370452
BD_walk,80500.0,78000,83000,80500,4631,3965,760,0.0132,0.0204,0.0442,0.0209,0.0423,0.0415,10.2002735925,3.79163643973,0.458024468283,0.27303935036,0.211012798553
BD_walk,81500.0,79000,84000,81500,4634,4036,773,0.0123,0.0184,0.0431,0.0193,0.0397,0.0396,8.63832387773,3.33776274182,0.442595424056,0.240542738456,0.194524407314
BD_walk,82500.0,80000,85000,82500,4630,3946,794,0.0139,0.02,0.0424,0.0227,0.0403,0.0408,10.3105732267,3.90575861855,0.450525119831,0.300400026968,0.23067717353
BD_walk,83500.0,81000,86000,83500,4909,4295,860,0.0121,0.0215,0.043,0.0224,0.042,0.0429,13.2272515191,3.93529963418,0.541408547129,0.401475786864,0.309255027378
BD_walk,84500.0,82000,87000,84500,4951,4576,958,0.0137,0.0237,0.0416,0.0237,0.0419,0.0416,14.2701923673,4.69537527902,0.504852650173,0.486103691737,0.360228636985
BD_walk,85500.0,83000,88000,85500,4972,4680,1003,0.0108,0.025,0.0391,0.0239,0.0403,0.0393,11.9101198227,3.73977012029,0.522070745044,0.486594962649,0.378125051114
BD_walk,86500.0,84000,89000,86500,4862,4404,937,0.0096,0.0264,0.0369,0.0255,0.0396,0.0369,11.5639284164,3.6784094432,0.517343142885,0.515028871186,0.387523717908
BD_walk,87500.0,85000,90000,87500,4708,3767,779,0.0077,0.0261,0.0365,0.0247,0.0404,0.0357,9.80370706225,3.11358739459,0.517919575961,0.608715091048,0.457810915509
BD_walk,88500.0,86000,91000,88500,4589,3033,644,0.0096,0.0263,0.0359,0.0258,0.0403,0.0327,5.78915550595,3.32719494048,0.270059886349,0.414157486549,0.260577757915
BD_walk,89500.0,87000,92000,89500,4589,3031,647,0.01,0.0264,0.0356,0.0253,0.0392,0.0352,4.60945250496,3.7160218254,0.107312886223,0.164833279219,0.0867476922518
BD_walk,90500.0,88000,93000,90500,4585,2993,597,0.0097,0.0251,0.0314,0.0237,0.0348,0.0338,5.15383184524,3.08190724206,0.251577251442,0.171698371411,0.133209737035
BD_walk,91500.0,89000,94000,91500,4655,3039,605,0.0087,0.0245,0.0334,0.024,0.0355,0.0363,6.13081287202,2.71222408234,0.38658537868,0.20750330079,0.177358074001
BD_walk,92500.0,90000,95000,92500,4813,3740,771,0.0085,0.0259,0.0373,0.0245,0.0365,0.0393,6.10591052827,3.08662729415,0.328449367569,0.147353589152,0.123538918776
BD_walk,93500.0,91000,96000,93500,4943,4550,893,0.0079,0.0249,0.0359,0.0232,0.0357,0.0363,6.57292441716,2.76991102431,0.40705130864,0.160831476137,0.133333888876
BD_walk,94500.0,92000,97000,94500,4938,4563,867,0.0075,0.0244,0.0348,0.024,0.0348,0.0315,4.47551618304,1.67095269097,0.456288569836,0.1294380582,0.106467941574
BD_walk,95500.0,93000,98000,95500,4946,4613,933,0.0083,0.0292,0.043,0.0284,0.0415,0.0372,3.61104135665,1.44883897569,0.42732282958,0.111543105723,0.0815572876682
BD_walk,96500.0,94000,99000,96500,4987,4729,958,0.0091,0.0272,0.0437,0.0266,0.0416,0.0379,3.85921223958,1.72205946181,0.38291502226,0.123248338178,0.0854517954616
BD_walk,97500.0,95000,100000,97500,4987,4752,909,0.0094,0.0256,0.041,0.0252,0.0411,0.0371,4.43467881944,1.87391493056,0.405916752666,0.176062342269,0.111263498501
BD_walk,98500.0,96000,101000,98500,4994,4715,882,0.01,0.0241,0.044,0.0234,0.0431,0.0393,4.06032986111,1.75824652778,0.395643741608,0.199893990717,0.108582876672
BD_walk,99500.0,97000,102000,99481,4730,4423,824,0.0092,0.0223,0.0453,0.0209,0.0441,0.0441,4.03689236111,1.64496527778,0.420976243221,0.210054028595,0.11594898409
BD_walk,100500.0,98000,103000,100500,4074,3767,646,0.01,0.017,0.0415,0.0166,0.0417,0.0416,3.67003038194,1.48122829861,0.424906264482,0.278979343864,0.137247742329
BD_walk,101500.0,99000,104000,101500,4074,3868,706,0.0124,0.0178,0.0441,0.0179,0.0457,0.0429,3.52734375,1.37293836806,0.439649254888,0.277125874586,0.128990434188
BD_walk,102500.0,100000,105000,102500,4074,3819,722,0.0131,0.0179,0.0453,0.0178,0.0465,0.0399,4.63628472222,1.7626953125,0.44906991335,0.223540045865,0.147096770712
BD_walk,103500.0,101000,106000,103500,4066,3846,808,0.0172,0.0247,0.0437,0.0264,0.0474,0.0446,4.11284722222,3.96842447917,0.0178712891228,0.00542706840215,0.00427521892773
BD_walk,104500.0,102000,107000,104530,4335,4173,884,0.0186,0.0257,0.0441,0.028,0.0475,0.0441,4.37782118056,4.82454427083,-0.0485443761865,-0.0152457475479,-0.011883749312
BD_walk,105500.0,103000,108000,105500,4991,4789,1016,0.0189,0.026,0.0421,0.028,0.0455,0.0426,4.41655815972,5.72786458333,-0.129263779401,-0.0368347965362,-0.0293630643022
BD_walk,106500.0,104000,109000,106500,4982,4673,973,0.0193,0.0278,0.0399,0.0278,0.042,0.0406,3.6103515625,5.75813802083,-0.229256428075,-0.0571386013773,-0.0455493356789
BD_walk,107500.0,105000,110000,107500,4970,4687,1024,0.0196,0.0257,0.0442,0.0257,0.0459,0.0457,1.96516927083,4.90852864583,-0.42820609964,-0.0935934416274,-0.0709896627907
BD_walk,108500.0,106000,111000,108500,4979,4636,1004,0.0195,0.0213,0.0497,0.0187,0.0474,0.0463,2.54880487351,9.69840494792,-0.583773788369,-0.453213572972,-0.276787112733
BD_walk,109500.0,107000,112000,109500,4963,4603,1026,0.0221,0.0223,0.0567,0.0203,0.0506,0.0511,2.75658210875,12.7981092665,-0.645562609729,-0.689425842973,-0.335114439844
BD_walk,110500.0,108000,113000,110500,4621,4014,903,0.0224,0.0219,0.0605,0.0185,0.0525,0.0536,2.48659512959,12.035413954,-0.65754116868,-1.20593565847,-0.450794903904
BD_walk,111500.0,109000,114000,111500,4629,4130,921,0.0232,0.0221,0.0598,0.02,0.0508,0.0526,2.83485591828,15.899758572,-0.697367040059,-2.40862339202,-0.631533114534
BD_walk,112500.0,110000,115000,112500,4641,4135,857,0.024,0.0247,0.0541,0.0215,0.0443,0.0454,2.74132293217,16.0787950304,-0.708681641887,-1.73776149252,-0.564915192722
BD_walk,113500.0,111000,116000,113500,4624,4112,805,0.0213,0.0296,0.0454,0.0275,0.0392,0.0405,5.66159357949,9.55125751798,-0.255682771991,-0.169365084879,-0.108778900451
BD_walk,114500.0,112000,117000,114500,4634,4148,753,0.018,0.0286,0.0378,0.0268,0.0344,0.0353,5.96065228175,8.81255580357,-0.193045647591,-0.110247139945,-0.088707095838
BD_walk,115500.0,113000,118000,115500,4958,4716,846,0.0178,0.0281,0.0366,0.0277,0.0327,0.0344,6.24973648313,10.0173084077,-0.231607642929,-0.119086686017,-0.0966732459803
BD_walk,116500.0,114000,119000,116500,4926,4502,824,0.0182,0.0277,0.0376,0.0274,0.035,0.0347,6.9250062004,6.60726686508,0.0234801155563,0.010146219808,0.00866355328762
BD_walk,117500.0,115000,120000,117500,4918,4284,822,0.0198,0.028,0.0367,0.0289,0.0386,0.0375,7.10263206845,8.21501426091,-0.0726209607234,-0.0360128104877,-0.0297884835851
BD_walk,118500.0,116000,121000,118500,4912,4203,848,0.0211,0.0242,0.0411,0.0265,0.0431,0.0414,4.22096664187,12.6359281994,-0.499199979402,-0.447391049871,-0.292522749392
BD_walk,119500.0,117000,122000,119500,4917,3877,819,0.0192,0.023,0.0407,0.0238,0.0436,0.0415,4.02163938492,15.0086495536,-0.577343318547,-0.694338021265,-0.405561689385
BD_walk,120500.0,118000,123000,120500,4931,3862,852,0.0205,0.0267,0.0451,0.0267,0.0478,0.0443,4.71994357639,21.261672247,-0.636670512837,-1.00162491618,-0.533766746423
BD_walk,121500.0,119000,124000,121500,4964,4089,892,0.0185,0.026,0.0481,0.0269,0.0507,0.0499,3.33269779266,21.4803292411,-0.731375153211,-0.881333118534,-0.48597781689
BD_walk,122500.0,120000,125000,122500,4970,4282,934,0.0151,0.0276,0.0515,0.0289,0.0512,0.0521,5.35298859127,24.525359623,-0.641681089404,-0.695279500731,-0.414520385883
BD_walk,123500.0,121000,126000,123500,4991,4459,951,0.0138,0.0273,0.0518,0.0287,0.05,0.0519,4.69559151786,20.2592075893,-0.623672264586,-0.457099464341,-0.307726351452
BD_walk,124500.0,122000,127000,124500,4988,4544,942,0.0162,0.0296,0.052,0.0301,0.0499,0.0501,4.51546999008,14.8256138393,-0.533069601485,-0.291575995946,-0.193347059786
BD_walk,125500.0,123000,128000,125500,4970,4397,899,0.0172,0.0272,0.0501,0.0284,0.0494,0.0503,5.86024305556,9.30431547619,-0.227113266332,-0.103196440349,-0.0686425741274
BD_walk,126500.0,124000,129000,126500,4963,4213,864,0.0152,0.0289,0.0482,0.0285,0.047,0.0485,6.95715913318,10.874687655,-0.219692809632,-0.124438058821,-0.0859570322996
BD_walk,127500.0,125000,130000,127500,4949,4244,889,0.0154,0.0252,0.0451,0.024,0.0431,0.046,5.45433795263,6.41852446057,-0.0812092715624,-0.036395478781,-0.0256866941712
BD_walk,128500.0,126000,131000,128500,4933,4123,867,0.0143,0.022,0.045,0.0185,0.0431,0.045,6.69925982763,6.56913209945,0.00980734733265,0.00712899524809,0.00444647309334
BD_walk,129500.0,127000,132000,129500,4912,4270,933,0.0145,0.0216,0.0445,0.0159,0.042,0.0456,9.35961139013,7.06118939112,0.139970153078,0.12613331754,0.0799889628744
BD_walk,130500.0,128000,133000,130500,4923,4304,942,0.0127,0.021,0.0468,0.0141,0.041,0.0469,10.0348346044,6.99323304191,0.178622825894,0.174476496372,0.111496679441
BD_walk,131500.0,129000,134000,131500,4906,4389,963,0.0169,0.0233,0.0468,0.017,0.0423,0.0446,10.5858212426,6.86167069692,0.213449048067,0.224824442172,0.139956068376
BD_walk,132500.0,130000,135000,132312,4547,4012,859,0.0195,0.0242,0.0495,0.0181,0.0452,0.0446,10.0389462426,6.49730437748,0.214174418764,0.265747400024,0.1518432792
BD_walk,133500.0,131000,136000,133500,3962,3225,682,0.0221,0.0269,0.0478,0.0217,0.0435,0.0427,8.61043061756,5.65355437748,0.20729664544,0.240639538991,0.139168638941
BD_walk,134500.0,132000,137000,134500,3972,3076,717,0.0224,0.0291,0.053,0.0268,0.0497,0.0488,8.10165240575,7.24646887401,0.0557191017818,0.0490620429024,0.0332700291611
BD_walk,135500.0,133000,138000,135500,3976,3187,729,0.0226,0.0316,0.0499,0.0268,0.0502,0.047,10.062062872,6.64400731647,0.204599616606,0.18224952856,0.12688682535
BD_walk,136500.0,134000,139000,136500,3901,2990,654,0.0181,0.0341,0.0465,0.0231,0.0448,0.0463,13.2254665799,4.12240668403,0.524736361476,0.399153131976,0.29189253187
BD_walk,137500.0,135000,140000,137789,4232,3261,696,0.0182,0.037,0.0425,0.0211,0.0413,0.0445,16.469390191,4.17752821181,0.595336395455,0.492860669627,0.299545204406
BD_walk,138500.0,136000,141000,138500,4833,4005,855,0.02,0.0373,0.0449,0.0225,0.0431,0.0446,19.8687461248,5.53299153646,0.564361177944,0.523544400737,0.312809806884
BD_walk,139500.0,137000,142000,139500,4842,4130,819,0.0183,0.0401,0.0394,0.0257,0.0376,0.0432,18.3929106213,4.77082480779,0.588078112669,0.603817569847,0.331566088611
BD_walk,140500.0,138000,143000,140500,4835,4096,828,0.0155,0.0388,0.0392,0.0273,0.0374,0.0428,13.3438654824,3.45962689112,0.588225255296,0.467983057694,0.258616172381
BD_walk,141500.0,139000,144000,141500,4925,4357,867,0.0158,0.0382,0.0404,0.0303,0.039,0.0408,9.75564933656,3.78959650918,0.440453639257,0.35550006207,0.17143225183
BD_walk,142500.0,140000,145000,142500,4969,3970,799,0.0148,0.0404,0.043,0.0348,0.0398,0.0407,6.41310496927,3.95904370935,0.23660104921,0.155758247314,0.0944056352716
BD_walk,143500.0,141000,146000,143500,4944,3637,717,0.0119,0.0386,0.0415,0.0348,0.0382,0.0429,3.10749903549,2.6973303847,0.0706598973205,0.0317128597231,0.018763778125
BD_walk,144500.0,142000,147000,144500,4922,3553,663,0.0118,0.0347,0.043,0.0323,0.0408,0.0421,3.65015156526,1.22843157518,0.496398220625,0.141889888917,0.103345283452
BD_walk,145500.0,143000,148000,145491,4643,3151,553,0.0135,0.033,0.0404,0.0306,0.0376,0.039,4.00627135692,1.54288470018,0.443920955078,0.180928686347,0.121513162231
BD_walk,146500.0,144000,149000,146500,4560,3067,560,0.0105,0.0226,0.0413,0.0196,0.0394,0.0412,3.34772010548,1.8093913191,0.298292718487,0.144403924729,0.0945370332972
BD_walk,147500.0,145000,150000,147500,4555,3544,646,0.0093,0.0144,0.0373,0.0138,0.0381,0.0397,3.44069850054,1.57744411892,0.371303592367,0.207052054638,0.131676735402
